init_x,init_y,final_x,final_y,time_delay,true_H0
0.778242,-0.081739,0.168370,0.065068,246.586942,70.000000
0.205011,-0.387675,0.120671,-0.091078,303.749907,70.000000
0.344677,0.990581,0.292407,0.472741,163.033677,70.000000
0.693446,0.751758,0.048676,-0.139229,146.651810,70.000000
0.798205,-0.572959,-0.065871,0.117534,159.269669,70.000000
0.275676,-0.718390,-0.097680,-0.104943,265.628860,70.000000
0.023106,0.346548,0.033559,0.000540,342.782004,70.000000
0.431329,-0.654851,0.307812,-0.136279,199.225640,70.000000
-0.077073,0.634779,-0.477253,-0.212749,169.193333,70.000000
0.725621,-0.488435,-0.459272,-0.199598,176.155260,70.000000
0.865615,0.388346,-0.409351,0.174436,195.952638,70.000000
0.928973,-0.752894,-0.514335,-0.264336,135.805464,70.000000
0.105016,-0.996226,-0.074147,-0.203218,217.613230,70.000000
0.424270,0.712089,-0.411301,0.144310,182.811962,70.000000
0.082643,0.977097,-0.093473,0.080230,221.342111,70.000000
0.070609,0.729268,-0.056416,-0.129447,155.463070,70.000000
0.806233,0.356324,0.123888,0.014607,206.526139,70.000000
0.729187,-0.546727,0.403922,-0.186405,165.394137,70.000000
-0.844188,-0.274071,0.050959,-0.036712,229.017227,70.000000
-0.312333,0.617946,0.050728,0.014606,298.979953,70.000000
-0.186530,0.990773,-0.124651,0.162233,215.673060,70.000000
-0.083389,0.485200,0.042134,-0.020885,305.416315,70.000000
0.760466,-0.854529,-0.754417,-0.820020,135.309388,70.000000
-0.061872,0.119152,-0.024077,-0.000028,336.846101,70.000000
0.595580,-0.081645,0.103666,0.017304,290.671267,70.000000
-0.212670,-0.340744,-0.069568,-0.002928,337.543964,70.000000
-0.882492,-0.043047,0.487712,-0.012669,216.808256,70.000000
0.507972,-0.517868,0.392798,-0.121009,200.295911,70.000000
0.184622,0.937768,-0.101036,-0.222950,159.268533,70.000000
-0.935585,-0.378074,0.436287,-0.253727,181.078827,70.000000
-0.293871,0.909820,-0.167604,-0.557061,132.219000,70.000000
-0.656925,-0.934689,-0.119430,0.160071,132.608155,70.000000
0.689377,0.360467,0.451035,0.227780,206.395713,70.000000
0.365795,-0.084544,0.143157,-0.005236,343.720894,70.000000
-0.924947,0.418243,-0.025363,-0.046464,184.715782,70.000000
-0.591683,-0.419455,0.433928,-0.174871,203.524660,70.000000
0.224715,0.793405,0.156816,0.130632,191.206423,70.000000
0.753860,0.118484,-0.209030,0.017250,276.140193,70.000000
-0.639674,-0.994943,-0.554591,-0.719638,130.649733,70.000000
-0.011421,0.041272,-0.001052,-0.000000,303.342256,70.000000
-0.348900,0.031591,0.163138,0.000275,342.119515,70.000000
0.950540,-0.266275,-0.013704,0.303841,198.528464,70.000000
0.719073,-0.534701,-0.611138,-0.495425,168.881221,70.000000
-0.711955,0.177174,-0.215227,-0.036407,279.142035,70.000000
-0.229997,0.432543,-0.071188,0.006108,336.994721,70.000000
-0.255576,0.536966,-0.000270,-0.009283,300.308547,70.000000
0.794974,-0.878523,0.362958,-0.029283,131.700034,70.000000
0.660535,-0.394405,0.498544,-0.242987,200.336542,70.000000
